	Azacitidine	Brincidofovir	Cidofovir	Filociclovir	Flavopiridol	Ganciclovir	Letermovir	Niclosamide	Nitazoxanide	Favipiravir	Artesunate	Bithionol	Dasatinib	Erlotinib	Gefitinib	Hexachlorophene	Imatinib	Leflunomide	Mycophenolic_acid	Rapamycin_(Sirolimus)	Sunitinib	Navitoclax	Chloroquine	Chlorpromazine	Atovaquone	Berberine	Doxycycline	Eflornithine	EIPA_(amiloride)	Hydroxychloroquine	Isolanid_(lanatoside_C)	Ivermectin	Luteolin	Nelfinavir	Ribavirin	Silvestrol	Sofosbuvir	Sorafenib	Suramin	Tilorone_(Amixin)	Cyclosporine	Emetine	Emodin	Foscarnet	Lobucavir	Manidipine	Monensin	Quercetin	Salinomycin	Saracatinib	Simvastatin	Valacyclovir	Verapamil	4-HPR_(Fenretinide)	Amiodarone	Amodiaquine	Anisomycin	BCX4430_(Galidesivir)	Bepridil	Bortezomib	Brequinar	Entrectinib	Fluoxetine	Fluvastatin	Lovastatin	Metformin	Minocycline	Mitoxantrone	Posaconazole	Quinacrine	Quinine	Raloxifene	Remdesivir	Topotecan	Apilimod	Arbidol_(Umifenovir)	Azithromycin	Benztropine	Clomipramine	Dalbavancin	Diphyllin	Nafamostat	Oritavancin	Tamoxifen	Teicoplanin	Telavancin	Teriflunomide	Toremifene	Aciclovir	Camptothecin	Glycyrrhizin	Novobiocin	Promethazine	Roscovitine_(Seliciclib)	Homoharringtonine	Acetylsalicylic_acid	Azaribine	Caffeine	Camostat	Gemcitabine	Genistin	Itraconazole	Kasugamycin	Memantine	Obatoclax	Pentosan_polysulfate	Regorafenib	Trametinib	Triazavirin	Zanamivir	Ezetimibe	Irbesartan	Lamivudine	Tenofovir	Thymalfasin	Alisporivir	Cepharanthine	Boceprevir	Dibucaine	Elbasvir	Pirlindole	Formoterol	Pleconaril	Alpha-lipoic_acid	Indomethacin	Lopinavir	Ritonavir	Mefloquine
Nafamostat	0.043859649	0.046242775	0.07079646	0.06779661	0.126865672	0.069565217	0.182389937	0.214953271	0.169642857	0.096774194	0.034965035	0.107142857	0.128378378	0.145985401	0.13986014	0.084745763	0.239726027	0.213592233	0.088709677	0.059322034	0.116788321	0.142222222	0.115702479	0.146551724	0.166666667	0.149606299	0.113475177	0.051020408	0.154639175	0.112903226	0.027237354	0.045454545	0.149122807	0.12804878	0.0625	0.171428571	0.125	0.306451613	0.141791045	0.161764706	0.024561404	0.08125	0.114035088	0.035294118	0.058823529	0.168604651	0.020408163	0.136752137	0.028571429	0.107784431	0.061643836	0.088	0.131034483	0.176923077	0.151079137	0.2	0.145454545	0.058823529	0.125925926	0.126865672	0.225806452	0.156626506	0.194690265	0.172932331	0.0625	0.117647059	0.103448276	0.108843537	0.151832461	0.169230769	0.126984127	0.246376812	0.137724551	0.104166667	0.153846154	0.15037594	0.014563107	0.137096774	0.142857143	0.083333333	0.052173913	1	0.094240838	0.25203252	0.083950617	0.08847185	0.205882353	0.246031746	0.072727273	0.139534884	0.04109589	0.170731707	0.140350877	0.105263158	0.089820359	0.14893617	0.067164179	0.057692308	0.471153846	0.061403509	0.160583942	0.155913978	0.068181818	0.009259259	0.154471545	0.012345679	0.251908397	0.167785235	0.04587156	0.099173554	0.187969925	0.143835616	0.064814815	0.068376068	0.014106583	0.024390244	0.139664804	0.049689441	0.133858268	0.14159292	0.098214286	0.201680672	0.088235294	0.028846154	0.267857143	0.16	0.138297872	0.090909091
Oritavancin	0.071232877	0.048611111	0.048	0.044619423	0.1015625	0.044973545	0.100478469	0.092391304	0.054973822	0.03030303	0.085271318	0.079019074	0.078624079	0.0725	0.079404467	0.072386059	0.107579462	0.05026455	0.073878628	0.137254902	0.081424936	0.152505447	0.071052632	0.068601583	0.111405836	0.082901554	0.120104439	0.03021978	0.037837838	0.073298429	0.191111111	0.164685908	0.107142857	0.098557692	0.074175824	0.14939759	0.115869018	0.1043257	0.177189409	0.08040201	0.137096774	0.085365854	0.102209945	0.022727273	0.050131926	0.115566038	0.113207547	0.106557377	0.116704805	0.085510689	0.083756345	0.0625	0.09273183	0.078680203	0.077306733	0.094736842	0.078590786	0.067024129	0.078880407	0.093023256	0.112860892	0.099526066	0.065445026	0.103092784	0.086956522	0.019444444	0.110539846	0.101265823	0.115646259	0.089974293	0.056122449	0.118387909	0.113253012	0.093908629	0.068459658	0.075949367	0.15625	0.061696658	0.073684211	0.497863248	0.045212766	0.094240838	1	0.089514066	0.512765957	0.653658537	0.050531915	0.091603053	0.04	0.077120823	0.165501166	0.157107232	0.057894737	0.077120823	0.096618357	0.049723757	0.083550914	0.032432432	0.106770833	0.062162162	0.164864865	0.129930394	0.113207547	0.035326087	0.067010309	0.084577114	0.101010101	0.103960396	0.023872679	0.074270557	0.116883117	0.0975	0.045945946	0.039267016	0.062427746	0.136546185	0.127962085	0.088888889	0.06122449	0.162280702	0.042216359	0.100795756	0.063291139	0.032697548	0.104	0.133651551	0.119815668	0.045226131
Tamoxifen	0.032520325	0.06779661	0.075	0.05511811	0.11971831	0.073770492	0.166666667	0.12195122	0.158333333	0.047619048	0.054054054	0.064516129	0.107594937	0.153846154	0.125	0.054263566	0.211538462	0.127118644	0.1	0.061728395	0.133802817	0.183035714	0.172131148	0.27027027	0.165413534	0.107913669	0.114864865	0.037383178	0.052631579	0.158730159	0.034220532	0.049751244	0.094488189	0.18404908	0.032520325	0.203389831	0.169934641	0.197183099	0.141818182	0.22962963	0.038062284	0.090361446	0.071428571	0.010526316	0.05511811	0.274390244	0.04	0.084615385	0.051643192	0.109195402	0.093959732	0.099236641	0.162162162	0.118055556	0.226277372	0.1875	0.155172414	0.05511811	0.28	0.177777778	0.221374046	0.111111111	0.276785714	0.197080292	0.095238095	0.072916667	0.098039216	0.096153846	0.2	0.194029851	0.119402985	0.258741259	0.192771084	0.136054422	0.176870748	0.238461538	0.048309179	0.25210084	0.263157895	0.103535354	0.075	0.25203252	0.089514066	1	0.084951456	0.083769634	0.110169492	0.853932584	0.086206897	0.139705882	0.039647577	0.123595506	0.289719626	0.192307692	0.091954023	0.16	0.070921986	0.072727273	0.288	0.048780488	0.120805369	0.205405405	0.027586207	0.017391304	0.162790698	0.005847953	0.162162162	0.12345679	0.042735043	0.044444444	0.185714286	0.182432432	0.051282051	0.072580645	0.013931889	0.037800687	0.127659574	0.035087719	0.225806452	0.156521739	0.082644628	0.198412698	0.114285714	0.036036036	0.229508197	0.271084337	0.247191011	0.078014184
Teicoplanin	0.067357513	0.07239819	0.045454545	0.042288557	0.093596059	0.045226131	0.093181818	0.081841432	0.057356608	0.025974026	0.06779661	0.066496164	0.072261072	0.071428571	0.078014184	0.063131313	0.089655172	0.047619048	0.075376884	0.112704918	0.074698795	0.113360324	0.07	0.06234414	0.091811414	0.078624079	0.105651106	0.028571429	0.030534351	0.074812968	0.158004158	0.125796178	0.095607235	0.086363636	0.067357513	0.136986301	0.096926714	0.09375	0.15860735	0.084134615	0.120689655	0.073732719	0.090909091	0.021447721	0.052763819	0.107623318	0.078774617	0.095115681	0.085287846	0.081447964	0.069212411	0.054054054	0.080378251	0.061904762	0.083732057	0.084367246	0.066157761	0.063451777	0.067146283	0.072463768	0.090686275	0.087443946	0.062034739	0.084541063	0.074698795	0.015706806	0.0968523	0.109489051	0.096153846	0.085365854	0.050724638	0.09929078	0.10022779	0.083932854	0.062645012	0.069544365	0.091304348	0.055961071	0.064516129	0.694835681	0.042821159	0.083950617	0.512765957	0.084951456	1	0.487234043	0.050505051	0.089588378	0.037878788	0.067961165	0.137554585	0.135831382	0.054862843	0.062801932	0.086956522	0.052493438	0.079207921	0.030690537	0.090464548	0.053435115	0.158974359	0.109170306	0.109974425	0.012594458	0.063569682	0.075294118	0.090692124	0.101415094	0.022613065	0.075757576	0.102689487	0.074766355	0.043478261	0.037220844	0.070615034	0.120229008	0.134703196	0.054794521	0.068459658	0.133744856	0.04	0.084577114	0.060096154	0.038961039	0.0875	0.114606742	0.09978308	0.04047619
Telavancin	0.073654391	0.130769231	0.06424581	0.046070461	0.101876676	0.046448087	0.100737101	0.089385475	0.056756757	0.031339031	0.079365079	0.075630252	0.078282828	0.071979434	0.081841432	0.074792244	0.088888889	0.051912568	0.085164835	0.128318584	0.089709763	0.10944206	0.076294278	0.067934783	0.1	0.082666667	0.123989218	0.03125	0.036211699	0.081521739	0.159292035	0.138513514	0.095238095	0.098765432	0.076704545	0.148148148	0.122395833	0.104712042	0.150406504	0.097112861	0.145228216	0.085213033	0.093220339	0.035714286	0.051771117	0.110843373	0.105769231	0.097765363	0.10955711	0.085365854	0.083550914	0.061662198	0.089974293	0.072727273	0.09947644	0.094850949	0.072222222	0.069252078	0.075718016	0.093085106	0.092838196	0.094430993	0.070460705	0.09762533	0.086842105	0.020114943	0.111111111	0.140161725	0.103448276	0.095744681	0.05511811	0.096446701	0.122194514	0.099737533	0.067839196	0.086842105	0.138349515	0.060846561	0.07027027	0.524336283	0.046703297	0.08847185	0.653658537	0.083769634	0.487234043	1	0.052197802	0.083116883	0.041322314	0.079575597	0.156398104	0.158974359	0.059782609	0.076719577	0.094059406	0.051428571	0.083333333	0.033519553	0.095490716	0.06424581	0.157458564	0.112412178	0.116991643	0.022160665	0.069148936	0.081632653	0.104166667	0.1043257	0.024657534	0.073770492	0.1	0.092071611	0.047486034	0.054794521	0.092771084	0.144628099	0.128953771	0.083333333	0.086021505	0.148558758	0.04076087	0.095108696	0.065274151	0.036723164	0.098360656	0.129268293	0.120567376	0.043927649
Teriflunomide	0.054945055	0.053333333	0.076923077	0.051020408	0.094017094	0.052631579	0.195652174	0.175824176	0.173913043	0.112676056	0.059322034	0.074468085	0.11627907	0.098360656	0.102362205	0.05	0.128571429	0.47826087	0.098039216	0.041284404	0.111111111	0.103773585	0.108910891	0.111111111	0.107142857	0.078947368	0.098360656	0.111111111	0.085365854	0.116504854	0.038793103	0.023560209	0.102040816	0.125	0.066666667	0.089820359	0.121212121	0.263636364	0.076045627	0.097560976	0.018939394	0.048951049	0.094736842	0.083333333	0.051020408	0.09202454	0.035087719	0.1	0.048913043	0.065789474	0.090909091	0.066037736	0.137096774	0.226415094	0.096	0.141509434	0.183908046	0.051020408	0.093220339	0.132743363	0.162162162	0.119205298	0.287356322	0.146551724	0.083333333	0.058823529	0.087301587	0.102362205	0.082417582	0.102564103	0.101851852	0.103703704	0.128378378	0.088	0.083969466	0.111111111	0.021978022	0.102803738	0.107843137	0.049095607	0.065217391	0.205882353	0.050531915	0.110169492	0.050505051	0.052197802	1	0.107438017	0.055555556	0.097345133	0.056701031	0.134228188	0.114583333	0.097345133	0.081632653	0.231884058	0.090909091	0.06097561	0.203703704	0.101123596	0.096774194	0.066666667	0.072727273	0.011764706	0.081818182	0.014388489	0.236842105	0.143939394	0.045977011	0.12244898	0.115702479	0.090909091	0.082352941	0.073684211	0.016286645	0.018796992	0.064705882	0.057971014	0.12037037	0.077981651	0.086956522	0.132075472	0.126126126	0.063291139	0.166666667	0.104294479	0.104046243	0.163461538
Toremifene	0.031746032	0.066666667	0.073170732	0.053846154	0.125	0.072	0.16374269	0.128	0.154471545	0.046296296	0.052980132	0.071428571	0.1125	0.15862069	0.12987013	0.061068702	0.20754717	0.123966942	0.097744361	0.056680162	0.123287671	0.191111111	0.168	0.274336283	0.17037037	0.105633803	0.105263158	0.036363636	0.060344828	0.1640625	0.029962547	0.044226044	0.092307692	0.173652695	0.031746032	0.193370166	0.159235669	0.201388889	0.14028777	0.215827338	0.034129693	0.076023392	0.069767442	0.010204082	0.053846154	0.261904762	0.029268293	0.082706767	0.041284404	0.113636364	0.077922078	0.097014925	0.158940397	0.108108108	0.212765957	0.183206107	0.151260504	0.053846154	0.283464567	0.173913043	0.21641791	0.109289617	0.269565217	0.192857143	0.078947368	0.070707071	0.089171975	0.101265823	0.190721649	0.189781022	0.116788321	0.253424658	0.182352941	0.118421053	0.173333333	0.214814815	0.037735849	0.245901639	0.267241379	0.108312343	0.073170732	0.246031746	0.091603053	0.853932584	0.089588378	0.083116883	0.107438017	1	0.084033613	0.128571429	0.034632035	0.115384615	0.27027027	0.17037037	0.09039548	0.155339806	0.062068966	0.061403509	0.28125	0.047619048	0.118421053	0.20212766	0.027027027	0.016949153	0.15037594	0.005747126	0.166666667	0.114457831	0.041666667	0.043478261	0.181818182	0.178807947	0.05	0.070866142	0.013867488	0.033898305	0.119791667	0.028571429	0.2109375	0.14957265	0.080645161	0.19379845	0.104166667	0.053571429	0.233870968	0.266272189	0.243093923	0.076388889
Aciclovir	0.213333333	0.141791045	0.223684211	0.342465753	0.078947368	0.461538462	0.073825503	0.073684211	0.095744681	0.174603175	0.043478261	0.066666667	0.130081301	0.112068966	0.115702479	0.075268817	0.085106383	0.077777778	0.114583333	0.052132701	0.10619469	0.0456621	0.103092784	0.09375	0.072072072	0.053571429	0.075	0.086956522	0.135135135	0.134020619	0.039647577	0.026595745	0.084210526	0.068027211	0.151898734	0.05988024	0.091603053	0.072	0.025830258	0.101694915	0.047619048	0.074074074	0.087912088	0.034482759	0.342465753	0.074534161	0.036144578	0.082474227	0.032967033	0.090277778	0.085470085	0.588235294	0.070866142	0.059322034	0.090909091	0.104761905	0.088888889	0.180722892	0.07826087	0.088495575	0.07826087	0.064935065	0.07	0.084745763	0.086956522	0.015151515	0.073170732	0.106557377	0.090909091	0.097345133	0.096153846	0.090909091	0.117241379	0.110169492	0.113821138	0.10619469	0.040229885	0.046296296	0.090909091	0.036175711	0.223684211	0.072727273	0.04	0.086206897	0.037878788	0.041322314	0.055555556	0.084033613	1	0.112149533	0.03626943	0.071895425	0.073684211	0.178217822	0.084507042	0.081081081	0.105769231	0.154929577	0.086956522	0.1625	0.091666667	0.087209302	0.036697248	0.0125	0.085714286	0.022556391	0.070866142	0.057971014	0.146666667	0.071428571	0.092436975	0.112	0.175675676	0.25974026	0.011437908	0.047244094	0.041420118	0.02919708	0.126213592	0.059907834	0.079545455	0.095238095	0.121495327	0.067567568	0.096153846	0.086956522	0.081395349	0.094339623
Camptothecin	0.100917431	0.089820359	0.119266055	0.133928571	0.256198347	0.107142857	0.18125	0.169642857	0.168141593	0.084210526	0.064285714	0.136363636	0.183098592	0.161764706	0.188405797	0.131578947	0.166666667	0.135135135	0.162393162	0.115555556	0.157894737	0.136563877	0.142857143	0.185840708	0.223140496	0.214876033	0.17037037	0.02970297	0.066037736	0.148760331	0.064257028	0.072351421	0.211009174	0.148148148	0.071428571	0.163841808	0.170068027	0.147887324	0.088652482	0.160583942	0.073260073	0.137254902	0.196261682	0.034883721	0.114035088	0.16091954	0.057894737	0.196428571	0.068965517	0.169811321	0.106382979	0.10483871	0.12244898	0.115942029	0.201492537	0.18852459	0.114035088	0.076271186	0.141791045	0.151515152	0.243902439	0.162650602	0.142857143	0.171641791	0.107913669	0.010526316	0.175182482	0.146853147	0.157068063	0.176923077	0.153225806	0.161073826	0.157575758	0.632653061	0.194244604	0.212598425	0.065989848	0.14516129	0.212389381	0.069651741	0.140186916	0.139534884	0.077120823	0.139705882	0.067961165	0.079575597	0.097345133	0.128571429	0.112149533	1	0.055299539	0.148809524	0.169642857	0.193548387	0.136645963	0.172043011	0.090909091	0.132653061	0.115942029	0.12962963	0.167883212	0.155080214	0.03649635	0.037735849	0.232758621	0.037735849	0.153846154	0.198630137	0.116504854	0.063492063	0.143884892	0.208633094	0.137254902	0.095652174	0.009345794	0.064981949	0.145251397	0.049382716	0.198347107	0.146017699	0.158878505	0.142857143	0.13740458	0.048543689	0.181818182	0.152542373	0.12565445	0.141732283
Glycyrrhizin	0.098360656	0.043650794	0.051813472	0.045226131	0.078703704	0.040609137	0.067193676	0.039215686	0.059701493	0.039548023	0.161616162	0.024875622	0.055084746	0.030172414	0.047008547	0.024390244	0.047808765	0.040201005	0.085	0.173144876	0.053811659	0.079617834	0.028436019	0.023809524	0.070093458	0.055555556	0.11682243	0.027777778	0.031914894	0.028037383	0.30075188	0.153488372	0.049261084	0.107883817	0.098360656	0.12109375	0.109649123	0.0472103	0.057220708	0.048034934	0.074712644	0.085106383	0.050251256	0.049382716	0.055837563	0.076045627	0.2	0.053921569	0.201612903	0.08097166	0.128571429	0.058252427	0.051282051	0.098130841	0.047619048	0.027272727	0.089005236	0.072164948	0.044642857	0.059090909	0.04	0.074509804	0.023584906	0.053097345	0.124401914	0.023121387	0.105022831	0.042553191	0.067137809	0.03539823	0.066666667	0.058333333	0.088	0.066371681	0.042194093	0.053811659	0.233050847	0.066985646	0.033175355	0.156108597	0.051813472	0.04109589	0.165501166	0.039647577	0.137554585	0.156398104	0.056701031	0.034632035	0.03626943	0.055299539	1	0.151260504	0.029126214	0.031531532	0.123404255	0.073446328	0.130653266	0.049180328	0.073059361	0.074074074	0.136792453	0.060714286	0.232044199	0.085227273	0.037037037	0.133640553	0.046808511	0.075630252	0.031578947	0.096938776	0.038961039	0.055084746	0.059139785	0.040201005	0.039942939	0.074285714	0.07518797	0.140909091	0.046296296	0.107491857	0.056701031	0.041666667	0.040723982	0.05	0.066666667	0.075471698	0.068592058	0.046296296
Novobiocin	0.114864865	0.075829384	0.091503268	0.088607595	0.193939394	0.076433121	0.158415842	0.181208054	0.164473684	0.080291971	0.134502924	0.118421053	0.157608696	0.140449438	0.135869565	0.122580645	0.158163265	0.147651007	0.198675497	0.160784314	0.177514793	0.134831461	0.124223602	0.111801242	0.142011834	0.163636364	0.23030303	0.041958042	0.082191781	0.12195122	0.131386861	0.103117506	0.187919463	0.178571429	0.12244898	0.212560386	0.18579235	0.155555556	0.135483871	0.146067416	0.08681672	0.146596859	0.176870748	0.05511811	0.088607595	0.159624413	0.113122172	0.201342282	0.11965812	0.137931034	0.142045455	0.096385542	0.160220994	0.198795181	0.157303371	0.180124224	0.186206897	0.109677419	0.081967213	0.125714286	0.164705882	0.149758454	0.096969697	0.147727273	0.137142857	0.052238806	0.218934911	0.167597765	0.117647059	0.164705882	0.13253012	0.172043011	0.18	0.184971098	0.116402116	0.16374269	0.138392857	0.093567251	0.109756098	0.136363636	0.084415584	0.170731707	0.157107232	0.123595506	0.135831382	0.158974359	0.134228188	0.115384615	0.071895425	0.148809524	0.151260504	1	0.106918239	0.102857143	0.163265306	0.140740741	0.173913043	0.075862069	0.191616766	0.113333333	0.22754491	0.125	0.119760479	0.047297297	0.146341463	0.09375	0.160220994	0.189189189	0.052631579	0.140127389	0.133333333	0.109375	0.087837838	0.075471698	0.032786885	0.086261981	0.152073733	0.131578947	0.137724551	0.160305344	0.097402597	0.173913043	0.114942529	0.040816327	0.212903226	0.147465438	0.135371179	0.085714286
Promethazine	0.051020408	0.064516129	0.09375	0.067961165	0.153846154	0.080808081	0.154362416	0.14	0.173469388	0.048780488	0.03125	0.08	0.126865672	0.137096774	0.113636364	0.066666667	0.145833333	0.147368421	0.072072072	0.078341014	0.113821138	0.120930233	0.19	0.5	0.18018018	0.120689655	0.128	0.023529412	0.043478261	0.173076923	0.029045643	0.047368421	0.116504854	0.207142857	0.04040404	0.159509202	0.192307692	0.131782946	0.074074074	0.154471545	0.041509434	0.090277778	0.088235294	0	0.067961165	0.193548387	0.033707865	0.103773585	0.041666667	0.090322581	0.069230769	0.100917431	0.174603175	0.12295082	0.170731707	0.185185185	0.134020619	0.067961165	0.271028037	0.194690265	0.182608696	0.121019108	0.239583333	0.228070175	0.087301587	0.067567568	0.107692308	0.097014925	0.120879121	0.182608696	0.135135135	0.138686131	0.191780822	0.144	0.173228346	0.223214286	0.048913043	0.25	0.333333333	0.06443299	0.117021277	0.140350877	0.057894737	0.289719626	0.054862843	0.059782609	0.114583333	0.27027027	0.073684211	0.169642857	0.029126214	0.106918239	1	0.224299065	0.077922078	0.164556962	0.067226891	0.105882353	0.191304348	0.071428571	0.125984252	0.124293785	0.008064516	0.021978022	0.188679245	0	0.129770992	0.144927536	0.065217391	0.044642857	0.154471545	0.188976378	0.087912088	0.112244898	0.0096	0.041198502	0.119047619	0.040816327	0.185185185	0.125581395	0.114583333	0.186915888	0.090909091	0.02247191	0.177570093	0.198717949	0.2	0.103448276
Roscovitine_(Seliciclib)	0.111111111	0.103030303	0.140186916	0.175925926	0.151515152	0.203883495	0.125	0.129310345	0.168141593	0.095744681	0.041958042	0.086956522	0.2	0.179104478	0.163120567	0.075	0.174193548	0.125	0.096774194	0.081896552	0.132352941	0.131578947	0.214285714	0.207207207	0.138461538	0.113636364	0.104895105	0.050505051	0.086538462	0.219298246	0.03515625	0.055979644	0.118644068	0.184713376	0.090909091	0.150837989	0.194444444	0.124137931	0.069686411	0.143884892	0.065454545	0.101265823	0.094017094	0.011363636	0.165137615	0.147727273	0.063492063	0.107438017	0.074257426	0.127272727	0.090909091	0.191304348	0.161971831	0.107913669	0.175182482	0.18852459	0.114035088	0.114035088	0.233870968	0.277310924	0.159090909	0.122093023	0.192982456	0.217054264	0.115942029	0.032258065	0.087837838	0.131034483	0.151041667	0.204724409	0.134920635	0.108974359	0.224358974	0.151079137	0.202898551	0.222222222	0.03960396	0.154471545	0.201754386	0.064356436	0.173076923	0.105263158	0.077120823	0.192307692	0.062801932	0.076719577	0.097345133	0.17037037	0.178217822	0.193548387	0.031531532	0.102857143	0.224299065	1	0.095808383	0.147368421	0.066666667	0.132653061	0.132352941	0.099099099	0.111111111	0.142857143	0.021582734	0.018518519	0.172131148	0.006097561	0.12244898	0.129032258	0.095238095	0.080645161	0.127659574	0.191489362	0.104761905	0.188679245	0.026941363	0.064981949	0.090425532	0.055900621	0.208333333	0.140969163	0.107142857	0.2	0.13740458	0.038461538	0.144	0.221556886	0.221590909	0.1328125
Homoharringtonine	0.076388889	0.090452261	0.090277778	0.094594595	0.133333333	0.089041096	0.166666667	0.099337748	0.098684211	0.061538462	0.157232704	0.081081081	0.134078212	0.122093023	0.156976744	0.078947368	0.112820513	0.087837838	0.163265306	0.148594378	0.125	0.126923077	0.103225806	0.104575163	0.102409639	0.238095238	0.122093023	0.07751938	0.057142857	0.101265823	0.115241636	0.084337349	0.091503268	0.181818182	0.083916084	0.169902913	0.131147541	0.106145251	0.062111801	0.121387283	0.064935065	0.215116279	0.101351351	0.050847458	0.094594595	0.156097561	0.118483412	0.090322581	0.130044843	0.175531915	0.179012346	0.109677419	0.156069364	0.138554217	0.132947977	0.097560976	0.14084507	0.08	0.119047619	0.1	0.08045977	0.128712871	0.06875	0.103448276	0.152439024	0.031496063	0.126436782	0.087431694	0.127753304	0.13253012	0.133757962	0.142857143	0.141414141	0.153846154	0.122905028	0.131736527	0.103603604	0.085889571	0.131578947	0.086448598	0.097902098	0.089820359	0.096618357	0.091954023	0.086956522	0.094059406	0.081632653	0.09039548	0.084507042	0.136645963	0.123404255	0.163265306	0.077922078	0.095808383	1	0.107692308	0.132911392	0.081481481	0.118343195	0.090277778	0.107954545	0.125560538	0.072727273	0.074074074	0.098765432	0.069518717	0.104972376	0.111111111	0.056338028	0.097402597	0.08988764	0.127777778	0.086330935	0.087837838	0.025525526	0.061093248	0.237113402	0.132596685	0.125	0.152941176	0.143884892	0.11875	0.128834356	0.091603053	0.148387097	0.14354067	0.10619469	0.111111111
